la_code,la_name,date_code,measurement,units,age,gender,urban_rural_classification,simd_quintiles,type_of_tenure,household_type,ethnicity,A 5 minute walk or less,Within a 6-10 minute walk,An 11 minute walk or more,Don't Know
S12000033,Aberdeen City,2017,Percent,Percent Of Adults,65 years and over,All,All,All,All,All,All,44,25,29,2
S12000017,Highland,2014,Percent,Percent Of Adults,35-64 years,All,All,All,All,All,All,68,15,14,3
S12000033,Aberdeen City,2017,Percent,Percent Of Adults,35-64 years,All,All,All,All,All,All,55,21,21,3
S12000038,Renfrewshire,2017,Percent,Percent Of Adults,65 years and over,All,All,All,All,All,All,58,23,18,1
S12000039,West Dunbartonshire,2017,Percent,Percent Of Adults,65 years and over,All,All,All,All,All,All,39,27,25,8
S12000019,Midlothian,2014,Percent,Percent Of Adults,65 years and over,All,All,All,All,All,All,72,18,9,1
S12000018,Inverclyde,2014,Percent,Percent Of Adults,65 years and over,All,All,All,All,All,All,39,27,32,2
S12000008,East Ayrshire,2017,Percent,Percent Of Adults,35-64 years,All,All,All,All,All,All,77,13,9,1
S12000005,Clackmannanshire,2017,Percent,Percent Of Adults,35-64 years,All,All,All,All,All,All,76,12,12,0
S12000005,Clackmannanshire,2017,Percent,Percent Of Adults,65 years and over,All,All,All,All,All,All,78,19,3,1
S12000008,East Ayrshire,2017,Percent,Percent Of Adults,65 years and over,All,All,All,All,All,All,61,25,11,3
S12000018,Inverclyde,2014,Percent,Percent Of Adults,35-64 years,All,All,All,All,All,All,63,20,16,1
S12000036,City of Edinburgh,2018,Percent,Percent Of Adults,All,All,All,All,All,Pensioners,All,68,22,8,1
S12000050,North Lanarkshire,2016,Percent,Percent Of Adults,65 years and over,All,All,All,All,All,All,60,24,14,3
S12000010,East Lothian,2017,Percent,Percent Of Adults,35-64 years,All,All,All,All,All,All,78,13,7,2
S12000013,Na h-Eileanan Siar,2015,Percent,Percent Of Adults,All,Female,All,All,All,All,All,70,15,14,2
S12000040,West Lothian,2018,Percent,Percent Of Adults,All,All,All,All,All,Adults,All,44,24,31,2
S12000035,Argyll and Bute,2018,Percent,Percent Of Adults,All,All,All,All,All,Adults,All,69,20,6,5
S12000036,City of Edinburgh,2018,Percent,Percent Of Adults,All,All,All,All,All,Adults,All,72,21,7,0
S12000030,Stirling,2018,Percent,Percent Of Adults,All,All,All,All,All,Adults,All,75,20,4,1
S12000039,West Dunbartonshire,2018,Percent,Percent Of Adults,All,All,All,All,All,Pensioners,All,47,29,20,4
S12000035,Argyll and Bute,2018,Percent,Percent Of Adults,All,All,All,All,All,Pensioners,All,76,11,6,8
S12000041,Angus,2018,Percent,Percent Of Adults,All,All,All,All,All,Adults,All,60,23,17,1
S12000013,Na h-Eileanan Siar,2017,Percent,Percent Of Adults,All,All,All,All,All,Adults,All,62,22,15,0
S12000050,North Lanarkshire,2014,Percent,Percent Of Adults,All,Female,All,All,All,All,All,56,25,18,0
S12000049,Glasgow City,2013,Percent,Percent Of Adults,All,Female,All,All,All,All,All,56,21,19,3
S12000049,Glasgow City,2013,Percent,Percent Of Adults,All,All,All,All,All,Adults,All,61,22,15,2
S12000050,North Lanarkshire,2016,Percent,Percent Of Adults,All,All,All,All,All,Adults,All,65,16,17,3
S12000039,West Dunbartonshire,2018,Percent,Percent Of Adults,All,All,All,All,All,Adults,All,49,32,13,6
S12000050,North Lanarkshire,2016,Percent,Percent Of Adults,All,Male,All,All,All,All,All,64,21,12,3
S12000013,Na h-Eileanan Siar,2017,Percent,Percent Of Adults,All,Female,All,All,All,All,All,61,23,15,0
S12000050,North Lanarkshire,2016,Percent,Percent Of Adults,All,Female,All,All,All,All,All,66,17,16,2
S12000033,Aberdeen City,2018,Percent,Percent Of Adults,All,All,All,All,All,Pensioners,All,44,31,23,2
S12000014,Falkirk,2016,Percent,Percent Of Adults,All,Male,All,All,All,All,All,69,25,4,1
S12000036,City of Edinburgh,2018,Percent,Percent Of Adults,All,All,All,All,All,With Children,All,74,20,6,1
S12000050,North Lanarkshire,2016,Percent,Percent Of Adults,All,All,All,All,All,Pensioners,All,62,22,13,3
S12000020,Moray,2014,Percent,Percent Of Adults,35-64 years,All,All,All,All,All,All,72,9,18,0
S12000049,Glasgow City,2016,Percent,Percent Of Adults,65 years and over,All,All,All,All,All,All,36,33,28,3
S12000030,Stirling,2013,Percent,Percent Of Adults,All,Male,All,All,All,All,All,82,14,4,1
S12000014,Falkirk,2015,Percent,Percent Of Adults,All,All,All,80% least deprived,All,All,All,56,28,15,1
S12000029,South Lanarkshire,2014,Percent,Percent Of Adults,All,All,All,All,All,All,All,66,19,13,2
S12000029,South Lanarkshire,2017,Percent,Percent Of Adults,All,All,All,All,All,Adults,All,59,26,13,2
S12000029,South Lanarkshire,2017,Percent,Percent Of Adults,All,All,All,All,All,With Children,All,65,22,13,0
S12000029,South Lanarkshire,2017,Percent,Percent Of Adults,All,All,All,All,All,Pensioners,All,50,23,23,4
S12000030,Stirling,2013,Percent,Percent Of Adults,All,All,All,All,All,Adults,All,77,20,3,1
S12000029,South Lanarkshire,2017,Percent,Percent Of Adults,All,All,All,All,All,All,All,59,24,15,2
S12000029,South Lanarkshire,2017,Percent,Percent Of Adults,All,Male,All,All,All,All,All,62,23,13,2
S12000030,Stirling,2013,Percent,Percent Of Adults,All,All,All,All,All,All,All,76,20,3,0
S12000026,Scottish Borders,2018,Percent,Percent Of Adults,All,Female,All,All,All,All,All,77,17,6,0
S12000017,Highland,2018,Percent,Percent Of Adults,All,Female,All,All,All,All,All,74,21,4,1
S12000042,Dundee City,2018,Percent,Percent Of Adults,All,All,All,All,All,All,All,50,24,19,7
S12000019,Midlothian,2018,Percent,Percent Of Adults,All,Male,All,All,All,All,All,81,16,2,0
S12000018,Inverclyde,2018,Percent,Percent Of Adults,All,Male,All,All,All,All,All,61,24,11,4
S12000034,Aberdeenshire,2015,Percent,Percent Of Adults,All,Male,All,All,All,All,All,70,16,12,1
S12000018,Inverclyde,2013,Percent,Percent Of Adults,All,All,All,All,All,With Children,All,59,14,26,2
S12000029,South Lanarkshire,2014,Percent,Percent Of Adults,All,All,All,All,All,With Children,All,66,20,13,1
S12000029,South Lanarkshire,2014,Percent,Percent Of Adults,All,All,All,All,All,Pensioners,All,60,20,18,2
S12000045,East Dunbartonshire,2018,Percent,Percent Of Adults,All,All,All,All,All,All,All,65,24,8,3
S12000028,South Ayrshire,2018,Percent,Percent Of Adults,All,Female,All,All,All,All,All,65,21,13,1
S12000029,South Lanarkshire,2014,Percent,Percent Of Adults,All,All,All,All,All,Adults,All,68,19,11,3
S12000029,South Lanarkshire,2014,Percent,Percent Of Adults,All,Female,All,All,All,All,All,62,19,17,2
S12000005,Clackmannanshire,2018,Percent,Percent Of Adults,All,Female,All,All,All,All,All,63,18,18,0
S12000006,Dumfries and Galloway,2016,Percent,Percent Of Adults,All,Male,All,All,All,All,All,69,18,12,1
S12000006,Dumfries and Galloway,2016,Percent,Percent Of Adults,All,All,All,All,All,All,All,68,17,13,1
S12000006,Dumfries and Galloway,2015,Percent,Percent Of Adults,All,All,All,All,All,Pensioners,All,87,9,4,1
S12000038,Renfrewshire,2013,Percent,Percent Of Adults,All,All,All,80% least deprived,All,All,All,75,17,7,1
S12000008,East Ayrshire,2016,Percent,Percent Of Adults,All,All,All,All,All,Adults,All,74,16,9,1
S12000006,Dumfries and Galloway,2017,Percent,Percent Of Adults,All,All,All,All,All,Pensioners,All,62,19,18,1
S12000006,Dumfries and Galloway,2017,Percent,Percent Of Adults,All,All,All,All,All,All,All,72,12,15,1
S12000008,East Ayrshire,2016,Percent,Percent Of Adults,All,All,All,All,All,Pensioners,All,66,19,13,1
S12000005,Clackmannanshire,2013,Percent,Percent Of Adults,All,All,All,All,All,All,All,71,20,8,1
S12000008,East Ayrshire,2015,Percent,Percent Of Adults,All,Female,All,All,All,All,All,70,18,12,0
S12000008,East Ayrshire,2015,Percent,Percent Of Adults,All,All,All,All,All,Pensioners,All,50,35,14,1
S12000008,East Ayrshire,2016,Percent,Percent Of Adults,All,Female,All,All,All,All,All,66,21,13,1
S12000019,Midlothian,2016,Percent,Percent Of Adults,All,Male,All,All,All,All,All,81,13,5,0
S12000006,Dumfries and Galloway,2015,Percent,Percent Of Adults,All,All,All,All,All,All,All,86,8,6,0
S12000005,Clackmannanshire,2015,Percent,Percent Of Adults,All,Male,All,All,All,All,All,66,27,6,1
S12000005,Clackmannanshire,2017,Percent,Percent Of Adults,All,All,All,All,All,Pensioners,All,81,16,2,1
S12000005,Clackmannanshire,2016,Percent,Percent Of Adults,All,Female,All,All,All,All,All,74,21,5,0
S12000005,Clackmannanshire,2017,Percent,Percent Of Adults,All,All,All,All,All,Adults,All,75,12,13,0
S12000005,Clackmannanshire,2017,Percent,Percent Of Adults,All,Male,All,All,All,All,All,83,8,8,0
S12000006,Dumfries and Galloway,2016,Percent,Percent Of Adults,All,Female,All,All,All,All,All,68,17,13,2
S12000006,Dumfries and Galloway,2015,Percent,Percent Of Adults,All,Female,All,All,All,All,All,83,9,7,0
S12000027,Shetland Islands,2018,Percent,Percent Of Adults,All,Male,All,All,All,All,All,90,6,4,1
S12000033,Aberdeen City,2013,Percent,Percent Of Adults,All,All,All,All,All,All,All,64,16,19,1
S12000041,Angus,2018,Percent,Percent Of Adults,All,All,All,All,All,All,All,64,18,17,1
S12000033,Aberdeen City,2013,Percent,Percent Of Adults,All,All,All,80% least deprived,All,All,All,64,16,19,1
S12000021,North Ayrshire,2018,Percent,Percent Of Adults,All,Female,All,All,All,All,All,60,24,13,3
S12000018,Inverclyde,2018,Percent,Percent Of Adults,All,Female,All,All,All,All,All,55,30,13,2
S12000036,City of Edinburgh,2016,Percent,Percent Of Adults,All,All,All,All,All,All,All,66,24,9,1
S12000050,North Lanarkshire,2016,Percent,Percent Of Adults,All,All,All,All,All,With Children,All,66,22,10,1
S12000028,South Ayrshire,2016,Percent,Percent Of Adults,All,All,All,80% least deprived,All,All,All,80,13,7,1
S12000035,Argyll and Bute,2017,Percent,Percent Of Adults,All,Female,All,All,All,All,All,65,18,10,7
S12000008,East Ayrshire,2018,Percent,Percent Of Adults,All,Female,All,All,All,All,All,73,16,11,1
S12000017,Highland,2018,Percent,Percent Of Adults,All,Male,All,All,All,All,All,74,16,8,2
S12000033,Aberdeen City,2013,Percent,Percent Of Adults,All,All,All,All,All,Adults,All,64,14,21,1
S12000036,City of Edinburgh,2016,Percent,Percent Of Adults,All,Female,All,All,All,All,All,66,24,9,1
S12000036,City of Edinburgh,2016,Percent,Percent Of Adults,All,All,All,All,All,Adults,All,68,23,8,1
S12000020,Moray,2015,Percent,Percent Of Adults,All,All,All,80% least deprived,All,All,All,80,13,6,1
S12000038,Renfrewshire,2014,Percent,Percent Of Adults,All,All,All,All,All,All,All,71,15,11,3
S12000033,Aberdeen City,2013,Percent,Percent Of Adults,All,Male,All,All,All,All,All,65,15,19,1
S12000027,Shetland Islands,2018,Percent,Percent Of Adults,All,Female,All,All,All,All,All,92,5,2,0
S12000038,Renfrewshire,2018,Percent,Percent Of Adults,All,All,All,All,All,All,All,57,28,13,2
S12000014,Falkirk,2018,Percent,Percent Of Adults,All,Female,All,All,All,All,All,41,27,31,1
S12000033,Aberdeen City,2013,Percent,Percent Of Adults,All,Female,All,All,All,All,All,64,17,19,1
S12000028,South Ayrshire,2018,Percent,Percent Of Adults,All,Male,All,All,All,All,All,69,24,6,1
S12000026,Scottish Borders,2018,Percent,Percent Of Adults,All,Male,All,All,All,All,All,76,20,4,1
S12000038,Renfrewshire,2014,Percent,Percent Of Adults,All,Male,All,All,All,All,All,81,10,8,1
S12000014,Falkirk,2018,Percent,Percent Of Adults,All,Male,All,All,All,All,All,53,19,26,2
S12000038,Renfrewshire,2014,Percent,Percent Of Adults,All,Female,All,All,All,All,All,62,20,15,4
S12000047,Fife,2014,Percent,Percent Of Adults,All,All,All,80% least deprived,All,All,All,83,11,5,0
S12000033,Aberdeen City,2013,Percent,Percent Of Adults,All,All,All,All,All,Pensioners,All,60,15,23,2
S12000029,South Lanarkshire,2018,Percent,Percent Of Adults,All,Female,All,All,All,All,All,65,21,13,1
S12000030,Stirling,2018,Percent,Percent Of Adults,All,Male,All,All,All,All,All,70,24,5,1
S12000039,West Dunbartonshire,2018,Percent,Percent Of Adults,All,All,All,All,All,All,All,47,32,16,6
S12000005,Clackmannanshire,2018,Percent,Percent Of Adults,All,Male,All,All,All,All,All,72,12,14,1
S12000010,East Lothian,2013,Percent,Percent Of Adults,All,Male,All,All,All,All,All,84,8,8,NA
S12000036,City of Edinburgh,2015,Percent,Percent Of Adults,All,All,All,All,All,With Children,All,69,27,5,NA
S12000036,City of Edinburgh,2015,Percent,Percent Of Adults,All,All,All,All,All,Adults,All,65,23,10,2
S12000039,West Dunbartonshire,2017,Percent,Percent Of Adults,All,All,All,All,All,Adults,All,65,18,16,1
S12000011,East Renfrewshire,2013,Percent,Percent Of Adults,All,All,All,All,All,All,All,59,26,14,1
S12000036,City of Edinburgh,2015,Percent,Percent Of Adults,All,All,All,All,All,All,All,65,24,10,1
S12000039,West Dunbartonshire,2017,Percent,Percent Of Adults,All,All,All,All,All,With Children,All,64,22,10,4
S12000039,West Dunbartonshire,2015,Percent,Percent Of Adults,All,Male,All,All,All,All,All,62,25,10,3
S12000038,Renfrewshire,2018,Percent,Percent Of Adults,All,Male,All,All,All,All,All,61,29,9,2
S12000011,East Renfrewshire,2013,Percent,Percent Of Adults,All,All,All,All,All,Pensioners,All,60,27,13,1
S12000011,East Renfrewshire,2013,Percent,Percent Of Adults,All,Male,All,All,All,All,All,65,23,12,0
S12000039,West Dunbartonshire,2014,Percent,Percent Of Adults,All,All,All,All,All,Adults,All,60,27,11,2
S12000048,Perth and Kinross,2018,Percent,Percent Of Adults,All,Male,All,All,All,All,All,78,9,14,NA
S12000036,City of Edinburgh,2018,Percent,Percent Of Adults,All,Female,All,All,All,All,All,70,21,9,0
S12000047,Fife,2018,Percent,Percent Of Adults,All,Female,All,All,All,All,All,72,24,4,NA
S12000026,Scottish Borders,2013,Percent,Percent Of Adults,All,All,All,All,All,Adults,All,79,14,5,2
S12000026,Scottish Borders,2013,Percent,Percent Of Adults,All,All,All,All,All,All,All,77,17,6,1
S12000026,Scottish Borders,2013,Percent,Percent Of Adults,All,All,All,All,All,With Children,All,80,18,2,NA
S12000027,Shetland Islands,2015,Percent,Percent Of Adults,All,All,All,All,All,Adults,All,79,11,10,NA
S12000047,Fife,2015,Percent,Percent Of Adults,All,All,All,All,All,Pensioners,All,70,20,10,NA
S12000027,Shetland Islands,2015,Percent,Percent Of Adults,All,All,All,All,All,All,All,79,10,11,NA
S12000027,Shetland Islands,2015,Percent,Percent Of Adults,All,Male,All,All,All,All,All,81,8,11,NA
S12000011,East Renfrewshire,2013,Percent,Percent Of Adults,All,All,All,All,All,With Children,All,54,26,19,1
S12000011,East Renfrewshire,2013,Percent,Percent Of Adults,All,All,All,All,All,Adults,All,62,26,12,NA
S12000011,East Renfrewshire,2013,Percent,Percent Of Adults,All,Female,All,All,All,All,All,54,29,16,1
S12000039,West Dunbartonshire,2014,Percent,Percent Of Adults,All,Male,All,All,All,All,All,56,28,15,1
S12000027,Shetland Islands,2015,Percent,Percent Of Adults,All,Female,All,All,All,All,All,76,12,11,NA
S12000028,South Ayrshire,2013,Percent,Percent Of Adults,All,All,All,All,All,Pensioners,All,71,19,10,NA
S12000027,Shetland Islands,2014,Percent,Percent Of Adults,All,All,All,All,All,Adults,All,73,5,20,1
S12000027,Shetland Islands,2014,Percent,Percent Of Adults,All,All,All,All,All,Pensioners,All,80,9,11,1
S12000028,South Ayrshire,2013,Percent,Percent Of Adults,All,Male,All,All,All,All,All,70,20,10,NA
S12000047,Fife,2015,Percent,Percent Of Adults,All,Female,All,All,All,All,All,71,21,8,NA
S12000028,South Ayrshire,2013,Percent,Percent Of Adults,All,All,All,All,All,Adults,All,69,24,7,NA
S12000008,East Ayrshire,2013,Percent,Percent Of Adults,All,All,All,80% least deprived,All,All,All,71,20,9,0
S12000033,Aberdeen City,2015,Percent,Percent Of Adults,All,Female,All,All,All,All,All,57,28,14,1
S12000027,Shetland Islands,2014,Percent,Percent Of Adults,All,Male,All,All,All,All,All,77,3,19,1
S12000028,South Ayrshire,2013,Percent,Percent Of Adults,All,All,All,All,All,All,All,69,22,9,NA
S12000028,South Ayrshire,2013,Percent,Percent Of Adults,All,Female,All,All,All,All,All,68,24,7,NA
S12000047,Fife,2015,Percent,Percent Of Adults,All,All,All,All,All,Adults,All,74,22,3,1
S12000028,South Ayrshire,2013,Percent,Percent Of Adults,All,All,All,All,All,With Children,All,66,24,10,NA
S12000005,Clackmannanshire,2013,Percent,Percent Of Adults,All,Male,All,All,All,All,All,74,20,7,NA
S12000005,Clackmannanshire,2013,Percent,Percent Of Adults,All,All,All,All,All,With Children,All,71,20,9,NA
S12000018,Inverclyde,2013,Percent,Percent Of Adults,All,All,All,80% least deprived,All,All,All,60,16,24,NA
S12000039,West Dunbartonshire,2014,Percent,Percent Of Adults,All,All,All,80% least deprived,All,All,All,53,24,21,2
S12000048,Perth and Kinross,2018,Percent,Percent Of Adults,All,All,All,All,All,All,All,77,12,12,NA
S12000047,Fife,2014,Percent,Percent Of Adults,All,All,All,All,All,Adults,All,85,8,8,NA
S12000047,Fife,2018,Percent,Percent Of Adults,All,All,All,All,All,All,All,74,22,4,NA
S12000019,Midlothian,2018,Percent,Percent Of Adults,All,Female,All,All,All,All,All,76,22,2,NA
S12000033,Aberdeen City,2015,Percent,Percent Of Adults,All,All,All,All,All,All,All,59,25,15,1
S12000027,Shetland Islands,2014,Percent,Percent Of Adults,All,Female,All,All,All,All,All,73,12,15,1
S12000027,Shetland Islands,2014,Percent,Percent Of Adults,All,All,All,All,All,All,All,75,7,17,1
S12000033,Aberdeen City,2018,Percent,Percent Of Adults,All,Female,All,All,All,All,All,59,22,19,1
S12000021,North Ayrshire,2018,Percent,Percent Of Adults,All,Male,All,All,All,All,All,53,37,10,NA
S12000020,Moray,2018,Percent,Percent Of Adults,All,Female,All,All,All,All,All,73,11,16,NA
S12000027,Shetland Islands,2014,Percent,Percent Of Adults,All,All,All,All,All,With Children,All,73,8,18,NA
S12000033,Aberdeen City,2014,Percent,Percent Of Adults,All,All,All,All,All,Pensioners,All,57,18,20,4
S12000033,Aberdeen City,2014,Percent,Percent Of Adults,All,All,All,All,All,All,All,75,15,9,2
S12000033,Aberdeen City,2014,Percent,Percent Of Adults,All,Male,All,All,All,All,All,73,17,9,1
S12000033,Aberdeen City,2014,Percent,Percent Of Adults,All,Female,All,All,All,All,All,76,13,9,2
S12000039,West Dunbartonshire,2014,Percent,Percent Of Adults,All,All,All,All,All,All,All,52,26,18,3
S12000039,West Dunbartonshire,2014,Percent,Percent Of Adults,All,All,All,All,All,Pensioners,All,42,34,19,5
S12000047,Fife,2015,Percent,Percent Of Adults,All,All,All,All,All,With Children,All,77,15,7,NA
S12000035,Argyll and Bute,2018,Percent,Percent Of Adults,All,All,All,All,All,All,All,74,15,6,5
S12000036,City of Edinburgh,2018,Percent,Percent Of Adults,All,All,All,All,All,All,All,72,21,7,1
S12000047,Fife,2015,Percent,Percent Of Adults,All,Male,All,All,All,All,All,77,19,3,1
S12000027,Shetland Islands,2017,Percent,Percent Of Adults,All,All,All,All,All,Adults,All,86,6,8,NA
S12000030,Stirling,2018,Percent,Percent Of Adults,All,All,All,All,All,All,All,75,19,5,1
S12000020,Moray,2018,Percent,Percent Of Adults,All,All,All,All,All,All,All,73,12,14,0
S12000019,Midlothian,2018,Percent,Percent Of Adults,All,All,All,All,All,All,All,79,19,2,0
S12000018,Inverclyde,2018,Percent,Percent Of Adults,All,All,All,All,All,All,All,58,27,12,3
S12000026,Scottish Borders,2018,Percent,Percent Of Adults,All,All,All,All,All,All,All,77,18,5,0
S12000010,East Lothian,2014,Percent,Percent Of Adults,All,Female,All,All,All,All,All,78,17,6,NA
S12000017,Highland,2018,Percent,Percent Of Adults,All,All,All,All,All,All,All,74,19,6,1
S12000027,Shetland Islands,2016,Percent,Percent Of Adults,All,All,All,All,All,Pensioners,All,86,5,7,1
S12000026,Scottish Borders,2014,Percent,Percent Of Adults,All,Female,All,All,All,All,All,77,15,6,2
