la_code,la_name,date_code,measurement,units,value,scottish_health_survey_indicator,sex
S12000036,City of Edinburgh,2016-2019,Percent,Percent Of Adults,13,"Provide any regular help or care for any sick, disabled or frail person: Yes",Female
S12000034,Aberdeenshire,2015-2018,Percent,Percent Of Adults,7,Fruit & vegetable consumption: None,Female
S12000034,Aberdeenshire,2015-2018,Percent,Percent Of Adults,15,Smoking status: Current smoker,Female
S12000034,Aberdeenshire,2015-2018,Percent,Percent Of Adults,16,Self-assessed general health: Fair,Female
S12000034,Aberdeenshire,2016-2019,Percent,Percent Of Adults,11,Long-term illness: Non-limiting long-term illness,Female
S12000034,Aberdeenshire,2016-2019,Percent,Percent Of Adults,60,Long-term illness: No long-term illness,Female
S12000034,Aberdeenshire,2016-2019,Percent,Percent Of Adults,66,Obesity: Not obese,Female
S12000036,City of Edinburgh,2015-2018,Percent,Percent Of Adults,17,Summary activity levels: Very low activity,Female
S12000034,Aberdeenshire,2016-2019,Percent,Percent Of Adults,85,"Provide any regular help or care for any sick, disabled or frail person: No",Female
S12000034,Aberdeenshire,2015-2018,Percent,Percent Of Adults,66,Obesity: Not obese,Female
S12000034,Aberdeenshire,2016-2019,Percent,Percent Of Adults,82,Doctor-diagnosed asthma: No,Female
S12000036,City of Edinburgh,2016-2019,Percent,Percent Of Adults,11,Any cardiovascular condition: Has a cardiovascular condition,Female
S12000034,Aberdeenshire,2016-2019,Percent,Percent Of Adults,83,Any cardiovascular condition: No cardiovascular condition,Female
S12000034,Aberdeenshire,2016-2019,Percent,Percent Of Adults,15,General health questionnaire (GHQ-12): Score 4+,Female
S12000034,Aberdeenshire,2016-2019,Percent,Percent Of Adults,23,General health questionnaire (GHQ-12): Score 1-3,Female
S12000034,Aberdeenshire,2016-2019,Percent,Percent Of Adults,10,Summary activity levels: Some activity,Female
S12000036,City of Edinburgh,2016-2019,Percent,Percent Of Adults,89,Any cardiovascular condition: No cardiovascular condition,Female
S12000036,City of Edinburgh,2016-2019,Percent,Percent Of Adults,16,Doctor-diagnosed asthma: Yes,Female
S12000034,Aberdeenshire,2016-2019,Percent,Percent Of Adults,75,Fruit & vegetable consumption: Less than 5 portions,Female
S12000036,City of Edinburgh,2016-2019,Percent,Percent Of Adults,33,Life satisfaction: Above the mode (9 to 10-Extremely satisfied),Female
S12000034,Aberdeenshire,2016-2019,Percent,Percent Of Adults,59,Summary activity levels: Meets recommendations,Female
S12000034,Aberdeenshire,2015-2018,Percent,Percent Of Adults,7,E-cigarette use: Ever previously used,Female
S12000034,Aberdeenshire,2015-2018,Percent,Percent Of Adults,70,Alcohol consumption: Moderate drinker,Female
S12000034,Aberdeenshire,2015-2018,Percent,Percent Of Adults,59,Summary activity levels: Meets recommendations,Female
S12000034,Aberdeenshire,2016-2019,Percent,Percent Of Adults,13,Alcohol consumption: Hazardous/Harmful drinker,Female
S12000034,Aberdeenshire,2015-2018,Percent,Percent Of Adults,13,General health questionnaire (GHQ-12): Score 4+,Female
S12000034,Aberdeenshire,2015-2018,Percent,Percent Of Adults,35,Overweight: Not overweight or obese,Female
S12000036,City of Edinburgh,2015-2018,Percent,Percent Of Adults,88,Any cardiovascular condition: No cardiovascular condition,Female
S12000036,City of Edinburgh,2016-2019,Percent,Percent Of Adults,16,Summary activity levels: Very low activity,Female
S12000036,City of Edinburgh,2016-2019,Percent,Percent Of Adults,6,Self-assessed general health: Bad/Very bad,Female
S12000034,Aberdeenshire,2016-2019,Percent,Percent Of Adults,14,Smoking status: Current smoker,Female
S12000034,Aberdeenshire,2016-2019,Percent,Percent Of Adults,34,Overweight: Not overweight or obese,Female
S12000036,City of Edinburgh,2015-2018,Percent,Percent Of Adults,4,E-cigarette use: Currently using,Female
S12000033,Aberdeen City,2016-2019,Percent,Percent Of Adults,20,Alcohol consumption: Hazardous/Harmful drinker,Female
S12000033,Aberdeen City,2016-2019,Percent,Percent Of Adults,89,Any cardiovascular condition: No cardiovascular condition,Female
S12000033,Aberdeen City,2015-2018,Percent,Percent Of Adults,63,Summary activity levels: Meets recommendations,Female
S12000033,Aberdeen City,2015-2018,Percent,Percent Of Adults,19,Self-assessed general health: Fair,Female
S12000033,Aberdeen City,2016-2019,Percent,Percent Of Adults,28,General health questionnaire (GHQ-12): Score 1-3,Female
S12000034,Aberdeenshire,2015-2018,Percent,Percent Of Adults,34,Obesity: Obese,Female
S12000033,Aberdeen City,2015-2018,Percent,Percent Of Adults,10,Summary activity levels: Some activity,Female
S12000033,Aberdeen City,2016-2019,Percent,Percent Of Adults,18,General health questionnaire (GHQ-12): Score 4+,Female
S12000033,Aberdeen City,2016-2019,Percent,Percent Of Adults,23,Obesity: Obese,Female
S12000033,Aberdeen City,2016-2019,Percent,Percent Of Adults,31,Life satisfaction: Mode (8),Female
S12000036,City of Edinburgh,2016-2019,Percent,Percent Of Adults,15,Self-assessed general health: Fair,Female
S12000034,Aberdeenshire,2015-2018,Percent,Percent Of Adults,60,Long-term illness: No long-term illness,Female
S12000034,Aberdeenshire,2016-2019,Percent,Percent Of Adults,26,Life satisfaction: Below the mode (0-Extremely dissatisfied to 7),Female
S12000034,Aberdeenshire,2016-2019,Percent,Percent Of Adults,19,Fruit & vegetable consumption: 5 portions or more,Female
S12000036,City of Edinburgh,2016-2019,Percent,Percent Of Adults,29,Long-term illness: Limiting long-term illness,Female
S12000036,City of Edinburgh,2016-2019,Percent,Percent Of Adults,31,Life satisfaction: Below the mode (0-Extremely dissatisfied to 7),Female
S12000034,Aberdeenshire,2015-2018,Percent,Percent Of Adults,64,General health questionnaire (GHQ-12): Score 0,Female
S12000034,Aberdeenshire,2015-2018,Percent,Percent Of Adults,85,Any cardiovascular condition: No cardiovascular condition,Female
S12000036,City of Edinburgh,2016-2019,Percent,Percent Of Adults,4,Summary activity levels: Low activity,Female
S12000036,City of Edinburgh,2015-2018,Percent,Percent Of Adults,5,Self-assessed general health: Bad/Very bad,Female
S12000034,Aberdeenshire,2016-2019,Percent,Percent Of Adults,17,Alcohol consumption: Non-drinker,Female
S12000034,Aberdeenshire,2016-2019,Percent,Percent Of Adults,63,Smoking status: Never smoked/Used to smoke occasionally,Female
S12000036,City of Edinburgh,2015-2018,Percent,Percent Of Adults,4,Summary activity levels: Low activity,Female
S12000034,Aberdeenshire,2015-2018,Percent,Percent Of Adults,12,Long-term illness: Non-limiting long-term illness,Female
S12000034,Aberdeenshire,2016-2019,Percent,Percent Of Adults,28,Long-term illness: Limiting long-term illness,Female
S12000034,Aberdeenshire,2016-2019,Percent,Percent Of Adults,41,Life satisfaction: Above the mode (9 to 10-Extremely satisfied),Female
S12000034,Aberdeenshire,2016-2019,Percent,Percent Of Adults,34,Obesity: Obese,Female
S12000036,City of Edinburgh,2015-2018,Percent,Percent Of Adults,80,Obesity: Not obese,Female
S12000036,City of Edinburgh,2015-2018,Percent,Percent Of Adults,53,Overweight: Not overweight or obese,Female
S12000036,City of Edinburgh,2015-2018,Percent,Percent Of Adults,14,Long-term illness: Non-limiting long-term illness,Female
S12000036,City of Edinburgh,2015-2018,Percent,Percent Of Adults,89,E-cigarette use: Never used,Female
S12000036,City of Edinburgh,2015-2018,Percent,Percent Of Adults,21,Smoking status: Used to smoke regularly,Female
S12000036,City of Edinburgh,2016-2019,Percent,Percent Of Adults,60,Long-term illness: No long-term illness,Female
S12000036,City of Edinburgh,2015-2018,Percent,Percent Of Adults,59,Long-term illness: No long-term illness,Female
S12000036,City of Edinburgh,2016-2019,Percent,Percent Of Adults,53,Overweight: Not overweight or obese,Female
S12000036,City of Edinburgh,2016-2019,Percent,Percent Of Adults,22,Alcohol consumption: Hazardous/Harmful drinker,Female
S12000036,City of Edinburgh,2016-2019,Percent,Percent Of Adults,63,Alcohol consumption: Moderate drinker,Female
S12000034,Aberdeenshire,2016-2019,Percent,Percent Of Adults,6,Self-assessed general health: Bad/Very bad,Female
S12000034,Aberdeenshire,2015-2018,Percent,Percent Of Adults,13,Summary activity levels: Some activity,Female
S12000034,Aberdeenshire,2015-2018,Percent,Percent Of Adults,15,Any cardiovascular condition: Has a cardiovascular condition,Female
S12000034,Aberdeenshire,2016-2019,Percent,Percent Of Adults,62,General health questionnaire (GHQ-12): Score 0,Female
S12000034,Aberdeenshire,2016-2019,Percent,Percent Of Adults,66,Overweight: Overweight (including obese),Female
S12000034,Aberdeenshire,2015-2018,Percent,Percent Of Adults,65,Overweight: Overweight (including obese),Female
S12000036,City of Edinburgh,2016-2019,Percent,Percent Of Adults,57,Fruit & vegetable consumption: Less than 5 portions,Female
S12000034,Aberdeenshire,2015-2018,Percent,Percent Of Adults,79,Self-assessed general health: Very good/Good,Female
S12000034,Aberdeenshire,2016-2019,Percent,Percent Of Adults,15,"Provide any regular help or care for any sick, disabled or frail person: Yes",Female
S12000036,City of Edinburgh,2015-2018,Percent,Percent Of Adults,12,Any cardiovascular condition: Has a cardiovascular condition,Female
S12000036,City of Edinburgh,2016-2019,Percent,Percent Of Adults,36,Life satisfaction: Mode (8),Female
S12000036,City of Edinburgh,2015-2018,Percent,Percent Of Adults,58,Fruit & vegetable consumption: Less than 5 portions,Female
S12000036,City of Edinburgh,2015-2018,Percent,Percent Of Adults,80,Self-assessed general health: Very good/Good,Female
S12000036,City of Edinburgh,2015-2018,Percent,Percent Of Adults,7,E-cigarette use: Ever previously used,Female
S12000036,City of Edinburgh,2015-2018,Percent,Percent Of Adults,68,Summary activity levels: Meets recommendations,Female
S12000036,City of Edinburgh,2016-2019,Percent,Percent Of Adults,79,Self-assessed general health: Very good/Good,Female
S12000036,City of Edinburgh,2015-2018,Percent,Percent Of Adults,64,Alcohol consumption: Moderate drinker,Female
S12000036,City of Edinburgh,2016-2019,Percent,Percent Of Adults,11,Long-term illness: Non-limiting long-term illness,Female
S12000036,City of Edinburgh,2015-2018,Percent,Percent Of Adults,15,General health questionnaire (GHQ-12): Score 4+,Female
S12000036,City of Edinburgh,2015-2018,Percent,Percent Of Adults,20,Alcohol consumption: Hazardous/Harmful drinker,Female
S12000036,City of Edinburgh,2015-2018,Percent,Percent Of Adults,12,Summary activity levels: Some activity,Female
S12000036,City of Edinburgh,2016-2019,Percent,Percent Of Adults,20,Smoking status: Used to smoke regularly,Female
S12000036,City of Edinburgh,2015-2018,Percent,Percent Of Adults,37,Fruit & vegetable consumption: 5 portions or more,Female
S12000036,City of Edinburgh,2016-2019,Percent,Percent Of Adults,16,General health questionnaire (GHQ-12): Score 4+,Female
S12000036,City of Edinburgh,2016-2019,Percent,Percent Of Adults,70,Summary activity levels: Meets recommendations,Female
S12000036,City of Edinburgh,2016-2019,Percent,Percent Of Adults,7,E-cigarette use: Ever previously used,Female
S12000034,Aberdeenshire,2016-2019,Percent,Percent Of Adults,33,Life satisfaction: Mode (8),Female
S12000036,City of Edinburgh,2015-2018,Percent,Percent Of Adults,20,Obesity: Obese,Female
S12000034,Aberdeenshire,2016-2019,Percent,Percent Of Adults,3,E-cigarette use: Currently using,Female
S12000034,Aberdeenshire,2015-2018,Percent,Percent Of Adults,73,Fruit & vegetable consumption: Less than 5 portions,Female
S12000036,City of Edinburgh,2016-2019,Percent,Percent Of Adults,87,"Provide any regular help or care for any sick, disabled or frail person: No",Female
S12000034,Aberdeenshire,2015-2018,Percent,Percent Of Adults,17,Alcohol consumption: Non-drinker,Female
S12000034,Aberdeenshire,2016-2019,Percent,Percent Of Adults,23,Smoking status: Used to smoke regularly,Female
S12000036,City of Edinburgh,2016-2019,Percent,Percent Of Adults,19,Obesity: Obese,Female
S12000034,Aberdeenshire,2016-2019,Percent,Percent Of Adults,70,Alcohol consumption: Moderate drinker,Female
S12000034,Aberdeenshire,2015-2018,Percent,Percent Of Adults,89,E-cigarette use: Never used,Female
S12000034,Aberdeenshire,2016-2019,Percent,Percent Of Adults,88,E-cigarette use: Never used,Female
S12000034,Aberdeenshire,2015-2018,Percent,Percent Of Adults,22,Smoking status: Used to smoke regularly,Female
S12000036,City of Edinburgh,2015-2018,Percent,Percent Of Adults,27,Long-term illness: Limiting long-term illness,Female
S12000034,Aberdeenshire,2016-2019,Percent,Percent Of Adults,6,Fruit & vegetable consumption: None,Female
S12000034,Aberdeenshire,2016-2019,Percent,Percent Of Adults,17,Self-assessed general health: Fair,Female
S12000034,Aberdeenshire,2015-2018,Percent,Percent Of Adults,3,E-cigarette use: Currently using,Female
S12000036,City of Edinburgh,2016-2019,Percent,Percent Of Adults,84,Doctor-diagnosed asthma: No,Female
S12000036,City of Edinburgh,2016-2019,Percent,Percent Of Adults,88,E-cigarette use: Never used,Female
S12000034,Aberdeenshire,2015-2018,Percent,Percent Of Adults,20,Fruit & vegetable consumption: 5 portions or more,Female
S12000034,Aberdeenshire,2015-2018,Percent,Percent Of Adults,6,Summary activity levels: Low activity,Female
S12000034,Aberdeenshire,2015-2018,Percent,Percent Of Adults,5,Self-assessed general health: Bad/Very bad,Female
S12000034,Aberdeenshire,2016-2019,Percent,Percent Of Adults,9,E-cigarette use: Ever previously used,Female
S12000034,Aberdeenshire,2016-2019,Percent,Percent Of Adults,77,Self-assessed general health: Very good/Good,Female
S12000034,Aberdeenshire,2015-2018,Percent,Percent Of Adults,23,General health questionnaire (GHQ-12): Score 1-3,Female
S12000034,Aberdeenshire,2016-2019,Percent,Percent Of Adults,17,Any cardiovascular condition: Has a cardiovascular condition,Female
S12000034,Aberdeenshire,2016-2019,Percent,Percent Of Adults,5,Summary activity levels: Low activity,Female
S12000034,Aberdeenshire,2016-2019,Percent,Percent Of Adults,25,Summary activity levels: Very low activity,Female
S12000034,Aberdeenshire,2015-2018,Percent,Percent Of Adults,28,Long-term illness: Limiting long-term illness,Female
S12000034,Aberdeenshire,2015-2018,Percent,Percent Of Adults,63,Smoking status: Never smoked/Used to smoke occasionally,Female
S12000034,Aberdeenshire,2015-2018,Percent,Percent Of Adults,22,Summary activity levels: Very low activity,Female
S12000034,Aberdeenshire,2015-2018,Percent,Percent Of Adults,13,Alcohol consumption: Hazardous/Harmful drinker,Female
S12000029,South Lanarkshire,2015-2018,Percent,Percent Of Adults,9,E-cigarette use: Ever previously used,Female
S12000029,South Lanarkshire,2016-2019,Percent,Percent Of Adults,20,Fruit & vegetable consumption: 5 portions or more,Female
S12000029,South Lanarkshire,2016-2019,Percent,Percent Of Adults,64,Alcohol consumption: Moderate drinker,Female
S12000029,South Lanarkshire,2016-2019,Percent,Percent Of Adults,13,Summary activity levels: Some activity,Female
S12000029,South Lanarkshire,2015-2018,Percent,Percent Of Adults,85,E-cigarette use: Never used,Female
S12000029,South Lanarkshire,2016-2019,Percent,Percent Of Adults,10,Fruit & vegetable consumption: None,Female
S12000029,South Lanarkshire,2015-2018,Percent,Percent Of Adults,21,Fruit & vegetable consumption: 5 portions or more,Female
S12000029,South Lanarkshire,2016-2019,Percent,Percent Of Adults,29,Obesity: Obese,Female
S12000029,South Lanarkshire,2016-2019,Percent,Percent Of Adults,36,Life satisfaction: Below the mode (0-Extremely dissatisfied to 7),Female
S12000029,South Lanarkshire,2016-2019,Percent,Percent Of Adults,25,Summary activity levels: Very low activity,Female
S12000029,South Lanarkshire,2016-2019,Percent,Percent Of Adults,32,Life satisfaction: Above the mode (9 to 10-Extremely satisfied),Female
