"indicator","area_name","area_code","area_type","year","period","numerator","measure","lower_confidence_interval","upper_confidence_interval","definition","data_source"
"Alcohol-specific deaths, females","Falkirk","S12000014","Council area",2014,"2012 to 2016 calendar years; 5-year aggregates",8,9.52,4.09,18.79,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, females","Highland","S12000017","Council area",2014,"2012 to 2016 calendar years; 5-year aggregates",11.8,9.2,4.69,16.2,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, females","Inverclyde","S12000018","Council area",2014,"2012 to 2016 calendar years; 5-year aggregates",7.4,16.97,6.95,34.41,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, females","Midlothian","S12000019","Council area",2014,"2012 to 2016 calendar years; 5-year aggregates",4.6,10.3,3.09,24.9,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, females","Moray","S12000020","Council area",2014,"2012 to 2016 calendar years; 5-year aggregates",3.6,6.91,1.68,18.57,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, females","North Ayrshire","S12000021","Council area",2014,"2012 to 2016 calendar years; 5-year aggregates",10.6,13.67,6.68,24.77,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, females","Orkney Islands","S12000023","Council area",2014,"2012 to 2016 calendar years; 5-year aggregates",1.8,15.52,1.31,59.87,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, females","Scottish Borders","S12000026","Council area",2014,"2012 to 2016 calendar years; 5-year aggregates",4.8,7.13,2.22,16.93,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, females","Shetland Islands","S12000027","Council area",2014,"2012 to 2016 calendar years; 5-year aggregates",0,0,0,0,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, females","South Ayrshire","S12000028","Council area",2014,"2012 to 2016 calendar years; 5-year aggregates",6,9.65,3.42,21.19,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, females","South Lanarkshire","S12000029","Council area",2014,"2012 to 2016 calendar years; 5-year aggregates",20.8,12.09,7.45,18.54,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, females","Stirling","S12000030","Council area",2014,"2012 to 2016 calendar years; 5-year aggregates",4.2,8.73,2.44,21.9,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, females","Aberdeen City","S12000033","Council area",2014,"2012 to 2016 calendar years; 5-year aggregates",12.2,11.86,6.14,20.65,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, females","Aberdeenshire","S12000034","Council area",2014,"2012 to 2016 calendar years; 5-year aggregates",6.6,4.81,1.85,10.14,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, females","Argyll & Bute","S12000035","Council area",2014,"2012 to 2016 calendar years; 5-year aggregates",4.8,9.3,2.79,22.28,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, females","City of Edinburgh","S12000036","Council area",2014,"2012 to 2016 calendar years; 5-year aggregates",24.2,11.12,7.11,16.56,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, females","Renfrewshire","S12000038","Council area",2014,"2012 to 2016 calendar years; 5-year aggregates",13.2,14.18,7.56,24.2,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, females","West Dunbartonshire","S12000039","Council area",2014,"2012 to 2016 calendar years; 5-year aggregates",7.6,15.65,6.52,31.44,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, females","West Lothian","S12000040","Council area",2014,"2012 to 2016 calendar years; 5-year aggregates",9.6,10.51,4.9,19.63,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, females","Angus","S12000041","Council area",2014,"2012 to 2016 calendar years; 5-year aggregates",6,9.29,3.35,20.3,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, females","Dundee City","S12000042","Council area",2014,"2012 to 2016 calendar years; 5-year aggregates",10.8,15.28,7.53,27.54,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, females","East Dunbartonshire","S12000045","Council area",2014,"2012 to 2016 calendar years; 5-year aggregates",2.4,3.79,0.56,12.42,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, females","Fife","S12000047","Council area",2014,"2012 to 2016 calendar years; 5-year aggregates",20.4,10.56,6.47,16.26,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, females","Perth & Kinross","S12000048","Council area",2014,"2012 to 2016 calendar years; 5-year aggregates",8,9.9,4.21,19.6,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, females","Glasgow City","S12000049","Council area",2014,"2012 to 2016 calendar years; 5-year aggregates",45.4,16.27,11.84,21.8,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, females","North Lanarkshire","S12000050","Council area",2014,"2012 to 2016 calendar years; 5-year aggregates",33.8,19.07,13.17,26.69,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, females","Aberdeen City","S37000001","HSC partnership",2014,"2012 to 2016 calendar years; 5-year aggregates",12.2,11.86,6.14,20.65,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, females","Aberdeenshire","S37000002","HSC partnership",2014,"2012 to 2016 calendar years; 5-year aggregates",6.6,4.81,1.85,10.14,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, females","Angus","S37000003","HSC partnership",2014,"2012 to 2016 calendar years; 5-year aggregates",6,9.29,3.35,20.3,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, females","Argyll & Bute","S37000004","HSC partnership",2014,"2012 to 2016 calendar years; 5-year aggregates",4.8,9.3,2.79,22.28,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, females","Clackmannanshire & Stirling","S37000005","HSC partnership",2014,"2012 to 2016 calendar years; 5-year aggregates",7.6,10,4.19,20.06,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, females","Dumfries & Galloway","S37000006","HSC partnership",2014,"2012 to 2016 calendar years; 5-year aggregates",7,8.33,3.25,17.32,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, females","Dundee City","S37000007","HSC partnership",2014,"2012 to 2016 calendar years; 5-year aggregates",10.8,15.28,7.53,27.54,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, females","East Ayrshire","S37000008","HSC partnership",2014,"2012 to 2016 calendar years; 5-year aggregates",7,10.59,4.22,21.85,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, females","East Dunbartonshire","S37000009","HSC partnership",2014,"2012 to 2016 calendar years; 5-year aggregates",2.4,3.79,0.56,12.42,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, females","East Lothian","S37000010","HSC partnership",2014,"2012 to 2016 calendar years; 5-year aggregates",4.2,7.51,2.09,18.86,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, females","East Renfrewshire","S37000011","HSC partnership",2014,"2012 to 2016 calendar years; 5-year aggregates",4.6,9,2.71,21.74,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, females","Edinburgh","S37000012","HSC partnership",2014,"2012 to 2016 calendar years; 5-year aggregates",24.2,11.12,7.11,16.56,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, females","Falkirk","S37000013","HSC partnership",2014,"2012 to 2016 calendar years; 5-year aggregates",8,9.52,4.09,18.79,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, females","Highland","S37000016","HSC partnership",2014,"2012 to 2016 calendar years; 5-year aggregates",11.8,9.2,4.69,16.2,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, females","Inverclyde","S37000017","HSC partnership",2014,"2012 to 2016 calendar years; 5-year aggregates",7.4,16.97,6.95,34.41,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, females","Midlothian","S37000018","HSC partnership",2014,"2012 to 2016 calendar years; 5-year aggregates",4.6,10.3,3.09,24.9,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, females","Moray","S37000019","HSC partnership",2014,"2012 to 2016 calendar years; 5-year aggregates",3.6,6.91,1.68,18.57,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, females","North Ayrshire","S37000020","HSC partnership",2014,"2012 to 2016 calendar years; 5-year aggregates",10.6,13.67,6.68,24.77,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, females","Orkney Islands","S37000022","HSC partnership",2014,"2012 to 2016 calendar years; 5-year aggregates",1.8,15.52,1.31,59.87,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, females","Renfrewshire","S37000024","HSC partnership",2014,"2012 to 2016 calendar years; 5-year aggregates",13.2,14.18,7.56,24.2,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, females","Scottish Borders","S37000025","HSC partnership",2014,"2012 to 2016 calendar years; 5-year aggregates",4.8,7.13,2.22,16.93,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, females","Shetland Islands","S37000026","HSC partnership",2014,"2012 to 2016 calendar years; 5-year aggregates",0,0,0,0,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, females","South Ayrshire","S37000027","HSC partnership",2014,"2012 to 2016 calendar years; 5-year aggregates",6,9.65,3.42,21.19,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, females","South Lanarkshire","S37000028","HSC partnership",2014,"2012 to 2016 calendar years; 5-year aggregates",20.8,12.09,7.45,18.54,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, females","West Dunbartonshire","S37000029","HSC partnership",2014,"2012 to 2016 calendar years; 5-year aggregates",7.6,15.65,6.52,31.44,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, females","West Lothian","S37000030","HSC partnership",2014,"2012 to 2016 calendar years; 5-year aggregates",9.6,10.51,4.9,19.63,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, females","Western Isles","S37000031","HSC partnership",2014,"2012 to 2016 calendar years; 5-year aggregates",3.2,21.19,4.51,60.19,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, females","Fife","S37000032","HSC partnership",2014,"2012 to 2016 calendar years; 5-year aggregates",20.4,10.56,6.47,16.26,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, females","Perth & Kinross","S37000033","HSC partnership",2014,"2012 to 2016 calendar years; 5-year aggregates",8,9.9,4.21,19.6,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, females","Glasgow City","S37000034","HSC partnership",2014,"2012 to 2016 calendar years; 5-year aggregates",45.4,16.27,11.84,21.8,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, females","North Lanarkshire","S37000035","HSC partnership",2014,"2012 to 2016 calendar years; 5-year aggregates",33.8,19.07,13.17,26.69,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, females","Scotland","S00000001","Scotland",2015,"2013 to 2017 calendar years; 5-year aggregates",324.6,11.62,10.38,12.95,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, females","NHS Ayrshire & Arran","S08000015","Health board",2015,"2013 to 2017 calendar years; 5-year aggregates",21.8,10.47,6.52,15.93,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, females","NHS Borders","S08000016","Health board",2015,"2013 to 2017 calendar years; 5-year aggregates",4.6,6.95,2.06,16.87,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, females","NHS Dumfries & Galloway","S08000017","Health board",2015,"2013 to 2017 calendar years; 5-year aggregates",7.4,8.81,3.53,18.01,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, females","NHS Forth Valley","S08000019","Health board",2015,"2013 to 2017 calendar years; 5-year aggregates",15.8,9.81,5.57,15.98,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, females","NHS Grampian","S08000020","Health board",2015,"2013 to 2017 calendar years; 5-year aggregates",23,7.88,4.99,11.83,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, females","NHS Highland","S08000022","Health board",2015,"2013 to 2017 calendar years; 5-year aggregates",18,10.02,5.9,15.89,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, females","NHS Lothian","S08000024","Health board",2015,"2013 to 2017 calendar years; 5-year aggregates",46,11.02,8.06,14.71,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, females","NHS Orkney","S08000025","Health board",2015,"2013 to 2017 calendar years; 5-year aggregates",1.2,9.91,0.25,49,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, females","NHS Shetland","S08000026","Health board",2015,"2013 to 2017 calendar years; 5-year aggregates",0,0,0,0,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, females","NHS Western Isles","S08000028","Health board",2015,"2013 to 2017 calendar years; 5-year aggregates",3.4,22.67,5.14,62.61,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Alcohol-specific deaths, females","NHS Fife","S08000029","Health board",2015,"2013 to 2017 calendar years; 5-year aggregates",25,12.98,8.38,19.19,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
